,Stock Symbol,Timestamp,Tweet,Likes,Retweets
26,NVDA,2024-07-07 18:51:06+00:00,"RT @Zenkichi9181: ドル円、ポンド円の当たる分析探してる皆さん

テクニカルとファンダ最強
りこさんを見ておけば大丈夫
→
@singleriko_FX

レーザーテック/アドバンテスト//$ETH/ #BTC/#Bitcoin/FOMC/雇用統計/ドル円/ポン…",0,1
27,NVDA,2024-07-07 18:50:56+00:00,"りこさん @singleriko_FXがドル円、ポンド円分析アップしてくれた‼️

本当にこの人の解説が1番参考になる。
スキルアップ目指してる人はこの人チェックすべき

レーザーテック/FOMC/雇用統計/ドル円/ポンド円/ビットコイン/イーサリアム/三菱商事/三菱UFJ/XAUUSD/NVIDIA/日経平均/NVDA/都知事選 https://t.co/R7aRaJm5mF",0,0
28,NVDA,2024-07-07 18:50:53+00:00,"@eleventailsfox @MIGACoin Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
29,NVDA,2024-07-07 18:50:38+00:00,"@audiojunk010 Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnRVO",0,0
30,NVDA,2024-07-07 18:50:38+00:00,"https://t.co/sAj2Q3Cphf

$GME #AMCSTOCK #AMCDISTRIBUTION $MULN #StockMarket #BREAKINGNEWS $AMC #AMCAPES #MOASS $MULN #AMCSTRONG $HOOD #RoaringKitty #GameStop #APESNEVERLEAVING $MMTLP $NVDA $TSLA #FOMC #GMESTOCK $FFIE $BTC $AAPL $CHWY $SPY $VIX $AAPL #RyanCohen $GME $KOSS #KOSS",1,0
31,NVDA,2024-07-07 18:50:24+00:00,"Get alerts and updates and free trading analysis click here!

Discord Link Here ➡ https://t.co/kuJ1UYZSHU

$IPW $BURU $AAPL $META $NFLX $AMD $QQQ $TSLA $CTNT $OGEN $JDZG $MULN $VIX $PGR $FFIE $GME $GWAV $AMC $SPY  $NVDA $AAPL $TSLA $DUO https://t.co/7ykZJST4d9",0,0
32,NVDA,2024-07-07 18:50:12+00:00,"@CryptoBurger0 Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
33,NVDA,2024-07-07 18:49:59+00:00,RT @WalterDeemer: Jeff deGraaf and I discussed NVDA and the Mag 7 compared to MCD and the Nifty 50 in the early 1970’s. (Unlike the dot-com…,0,30
34,NVDA,2024-07-07 18:49:53+00:00,"The HUGE PUMP on $JEWL was called by our analyst, securing our FREE trial members 28% in PROFITS!
https://t.co/h1bwZbLsMu

$OPTT $TSLA $NVDA $MAXN $RDZN $TSLL $SQQQ $FFIE $VS $RIVN https://t.co/aOidV4YD9p",0,0
35,NVDA,2024-07-07 18:49:52+00:00,"RT @orlando_cv2: Estas son las acciones que tuvieron mejor desempeño del S&amp;P 500 en lo que va del 2024 

🥇 Super Micro $SMCI +197.8%
🥈 Nvid…",0,0
36,NVDA,2024-07-07 18:49:39+00:00,"@BrunoSalmos Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
37,NVDA,2024-07-07 18:49:37+00:00,RT @liveguard121: $SPY $NVDA $KOSS $GME $OPTT  $ANVS $DJT $AAPL $TDG $HCSG $VVPR $QLI $SISI $AMTX $IMMX $CLVR $VSME $DM $CNSP $KRRO $ZAPP $…,0,1
38,NVDA,2024-07-07 18:49:15+00:00,"@mrgassfee Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnRVO",0,0
39,NVDA,2024-07-07 18:49:04+00:00,"Nvidia's Dominance, AI Investments, And A Predicted Market Crash: This Week In Artificial ...: The past week has been a whirlwind of activity, with tech giants and industry leaders making headlines. From Nvidia Corp.'s NASDAQ:NVDA impressive ... https://t.co/vfIenP2dZY",0,0
40,NVDA,2024-07-07 18:48:59+00:00,"OUR FREE ✅ “Most winning trading community, Get next winning alerts here:-

Discord Link Here ➡ https://t.co/kuJ1UZ0qxs

$IPW $BURU $META $NFLX $AMD $QQQ $TSLA $SLV $CTNT $OGEN $JDZG $MULN $NVDA $AAPL  $FFIE $GME $GWAV $AMC $SPY $HOLO $FSRN $NVDA $DUO https://t.co/cAtp1L3Skn",0,0
41,NVDA,2024-07-07 18:48:53+00:00,"@DZStudology101 Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
42,NVDA,2024-07-07 18:48:41+00:00,"@Alethea_92 Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
43,NVDA,2024-07-07 18:48:34+00:00,"@mountain_ash2 Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
44,NVDA,2024-07-07 18:48:23+00:00,"@henmo_eth Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnRVO",0,0
45,NVDA,2024-07-07 18:48:08+00:00,"@SuryCrypto Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnRVO",0,0
46,NVDA,2024-07-07 18:47:43+00:00,"@Empire8x Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnRVO",0,0
47,NVDA,2024-07-07 18:47:35+00:00,"Top-notch room 💓👍#analyst

Discord Link Here ➡️https://t.co/kuJ1UYZSHU

$MTC $JDZR $FLJ $VKTX $DUO $FFIE $CTNT $GWAV $IPW $SPY $XTIA $NFLX $CRVO $QQQ $BSFC $AAPL $LSDI $META $KAVL $TSLA $NVDA $AAPL https://t.co/Pk3Bsys7f8",0,0
48,NVDA,2024-07-07 18:47:30+00:00,"@YisusCryptos Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
49,NVDA,2024-07-07 18:47:11+00:00,"@LarenG88387 Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnRVO",0,0
50,NVDA,2024-07-07 18:47:09+00:00,"RT @iamtomnash: $NVDA was the first stage, but make no mistake, $PLTR is the next stage of the AI tsunami, and unlike NVIDIA, in Palantir's…",0,126
51,NVDA,2024-07-07 18:46:54+00:00,"@RevisionSkis @Bt_76B Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnRVO",0,0
52,NVDA,2024-07-07 18:46:41+00:00,"@_dBrinay Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
53,NVDA,2024-07-07 18:46:33+00:00,"RT @unusual_whales: This week, Pelosi disclosed purchasing $NVDA and $AVGO.

$AVGO rallied as a result.

Do you think politicians should be…",0,68
54,NVDA,2024-07-07 18:46:33+00:00,"$MYNZ 🚀🚀🚀

#HODL #FOMO $GME $AMC $AMD $NVDA $MSFT #ENGSUI #Vikings #Wimbledon $GOOG #AMZN #Beryl #Ferrari #Biden #Trump $EXAS #USA #colorectalcancer https://t.co/OBPP0PIgq8",0,0
55,NVDA,2024-07-07 18:46:28+00:00,"@tokkikoyangi Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
56,NVDA,2024-07-07 18:46:27+00:00,"📐Most keep asking when will it top. When the real question they should be asking is, how far can it go? Perspective and mindset. It’s everything. 🕶️ 🚬 
$SPX $SPY $ES_F $QQQ $NVDA $AMD",6,0
57,NVDA,2024-07-07 18:46:26+00:00,"What if all you have to do is just survive anon? 🫴🏻

Brighter days coming 🔜

Ignore the chop, count your blessings and just buy the fucking dip ‼️

$NVDA $BTC https://t.co/oLldjethT5",0,0
58,NVDA,2024-07-07 18:46:20+00:00,"@RobeTalkWithLee Say hi 👋 on telegram to join Crypto Rover coaching mentor program sessions and instant access to signals and copy trades
#BTC #MBLY #Stocks #NVDA #TSLA #PLTR
Click on the link below 
🚀📈
⬇️⬇️⬇️
https://t.co/KSfojNnk6g",0,0
59,NVDA,2024-07-07 18:46:14+00:00,"#Earnings before the market open tomorrow

Discord Link Here ➡️https://t.co/kuJ1UYZSHU

$INTC $PYPL $NVDA $AAPL $TSLA $VZ $GE $MU $SQ $PFE $QCOM $NKE $GM $F $CAT $ADBE $SBUX $MCD $IBM $CRM $ORCL https://t.co/zbiPeYihy3",0,0
60,NVDA,2024-07-07 18:46:07+00:00,RT @WalterDeemer: Jeff deGraaf and I discussed NVDA and the Mag 7 compared to MCD and the Nifty 50 in the early 1970’s. (Unlike the dot-com…,0,30
61,NVDA,2024-07-07 18:46:03+00:00,$nvda    is set and ready for a run up.....! https://t.co/x8tAfICT7q,0,0
62,NVDA,2024-07-07 18:45:57+00:00,"RT @TradingAnalyst1: $NVDA #Nvidia Partner $CRNC @CerenceInc Files Patent Infringement Suit Against #Samsung
https://t.co/ousRoXjmts
Cerenc…",0,2
63,NVDA,2024-07-07 18:45:44+00:00,"RT @VBosseler95078: Who do you think will win the next election?

#Biden #Trump #Election #Politics #Vote #Prediction 
#HODL #FOMO $GME $AM…",0,1
64,NVDA,2024-07-07 18:45:39+00:00,@GrindeOptions NVDA,1,0
65,NVDA,2024-07-07 18:45:38+00:00,"📈 Witness the performance of some of the fellow traders in our Community.

Calculated risks, exceptional analysis, and consistent alerts! 🚀
https://t.co/ce8y2Cdk4m

🎉 Join us in celebrating success! 
$SPY $TSLA $SHOP $AMZN $NVDA $ROKU $EBAY $BB https://t.co/alkqQ7w8P4",0,0
66,NVDA,2024-07-07 18:45:30+00:00,"@Quality_stocksA $GWW
$KLAC
$TDG
$ABBV
$HII
$NVDA
$PGNY
$CHEF
$TXN
$WM
$HD
$PH
$GS
$LNW
$ANET
$LRCX",1,0
67,NVDA,2024-07-07 18:45:29+00:00,"RT @PBInvesting: HERE ARE MY FAVORITE SETUPS FOR THIS WEEK 🔥

$META - Huge Rip over that ATH Breakout. Watch a 533 retest for calls.
 
$AMD…",0,3
68,NVDA,2024-07-07 18:45:26+00:00,"¡Rendimientos destacados en 2024! 📈🚀 

Conoce cómo se han desempeñado las acciones de las mayores empresas este año:

1.Nvidia $NVDA +154.1%🟢
2.Taiwan Semiconductor $TSM +76.9%🟢
3.Eli Lilly $LLY +56.9%🟢
4.Facebook $META +52.5%🟢
5.Broadcom $AVGO +52.6%🟢
6.$ASML +42%🟢… https://t.co/zN6fSOJjAD",1,0
69,NVDA,2024-07-07 18:45:03+00:00,"RT @MeatballTrades: @Blkeddie412_ @MrZackMorris @MrZackMorris was the first one on Twitter X to ever congratulate and encourage me
It only…",0,16
70,NVDA,2024-07-07 18:44:51+00:00,"RT @spacemnke: 📼 Weekly video / Uploaded  
▓▓▓▓▓▓▓▓▓▓▓▓▓ 100%  

https://t.co/jGzt73uAJ8

✅ Indices $ES_F $SPX $QQQ $IWM 
✅ Individual stoc…",0,1
71,NVDA,2024-07-07 18:44:51+00:00,"#stocks Most profitable trading community around....

Discord Link Here ➡️https://t.co/kuJ1UZ0qxs

$C $CVX $ABBV $MO $ABT $WFC $UNH $PEP $MRK $TGT $MMM $TMO $UPS $BMY $GILD $LMT $MDT $NVDA $AAPL $TSLA https://t.co/dOvpewrkrj",0,0
72,NVDA,2024-07-07 18:44:44+00:00,"RT @unusual_whales: This week, Pelosi disclosed purchasing $NVDA and $AVGO.

$AVGO rallied as a result.

Do you think politicians should be…",0,68
73,NVDA,2024-07-07 18:44:32+00:00,"RT @The_AI_Investor: Who will make the most money on AI? Will Nvidia value will go up?

$NVDA

- Dario Amodei, CEO of Anthropic, ex VP of R…",0,36
74,NVDA,2024-07-07 18:44:31+00:00,"RT @VTC080: اللي ماعنده رد فني ويبحث عن فلورز فقط واثارة جدل وتفاعل طبيعي يكون هذا تصرفه يهرب 
هذا مثل ابو فقاعه اللي حذركم من #NVDA عند 70…",0,2
75,NVDA,2024-07-07 18:44:22+00:00,"1000% almost half a mile here. You in our discord? We've been on fire!! 

http:/https://t.co/4DZkGzPlc6

$AAPL $AMZN $FB $NFLX $BABA $BIDU $BA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/bfpa14Eerk",0,0
76,NVDA,2024-07-07 18:44:06+00:00,"RT @TMLTrader: Setups and Watch List, 7/7: $APP $ARM $ONTO $MMYT $CYBR $NVDA $CRWD $VRT $CLS $CAVA

Charts courtesy of @marketsurge",0,11
77,NVDA,2024-07-07 18:44:02+00:00,"Fantastic day for trading. Enjoy the experience! 
https://t.co/xLojkNRoX7

$NIO $ITUB $EDU $AMC $MMAT $FCEL $UVXY $PALT $T $RIG $VXX $OXY $IWM $ENG $SEEL $NAK $XOM $TSLA $WISH $NVDA $BABA $MRO $ASLN https://t.co/C3iWyVTkXc",0,0
78,NVDA,2024-07-07 18:43:53+00:00,"ALWAYS zoom out the chart to see what’s really going on. 
http:/https://t.co/4DZkGzPlc6

$LCID $AMZN $MSFT $HCMC $AAPL $SPY $TSLA $FB $GOOG $BABA $SQ $NFLX $NVDA $BTC $SHOP $AMC $GME https://t.co/gcNCzqFuxs",0,0
79,NVDA,2024-07-07 18:43:45+00:00,$nvda      is set and ready for a run up**.  https://t.co/AUr64DhRia,0,0
80,NVDA,2024-07-07 18:43:31+00:00,"#investing ""Top stock trading group out there.""!
Free chatroom link below!

Discord Link Here ➡️https://t.co/kuJ1UYZSHU

 $FLJ $VKTX $DUO $FFIE $CTNT $GWAV $IPW $SPY $XTIA $NVDA $AAPL  $NFLX $CRVO $QQQ $BSFC $AAPL $LSDI $META $KAVL $TSLA https://t.co/iNvjcSn5PF",0,0
81,NVDA,2024-07-07 18:43:24+00:00,"RT @Beth_Kindig: AI spending is forecast to rise $60B this year to $167B since the AI rush began, per Barclays.

$NVDA $AMD $AVGO $MSFT $GO…",0,25
82,NVDA,2024-07-07 18:43:21+00:00,$nvda *Top  analyst target  price for next week.📈       🔗 https://t.co/p0Lz2npOYX,0,0
83,NVDA,2024-07-07 18:42:49+00:00,"RT @StockMKTNewz: Here are the best performing S&amp;P 500 stocks so far in 2024

🥇 Super Micro $SMCI +197.8%
🥈 Nvidia $NVDA +154.1%
🥉 Vistra $…",0,57
84,NVDA,2024-07-07 18:42:48+00:00,"Magnificent 7 YTD

🔥🔥🔥Nvidia $NVDA +155% 
🔥Meta $META  +54% 
✅ Alphabet $GOOGL  +38% 
✅ Amazon $AMZN +32% 
✅ Microsoft $MSFT  +25% 
✅Apple $AAPL  +21% 
🚨🚨🚨 Tesla $TSLA  +0.58%

UGLY 3 YTD

❌❌❌ NIO $NIO -48%
❌ PAYPAL $PYPL -2,38%
❌ ALIBABA $BABA -2,01%",0,0
85,NVDA,2024-07-07 18:42:37+00:00,"20 days free trial

Discord Link Here ➡️https://t.co/wqNQIEaAt4

$HOLO $NVDA $CYN $BSFC $MULN $TSLA $NFLX $META $AAPL $QQQ $RENT $GME $TTWO $AMAT $WMT $CBRL $JDZG $VKTX $FFIE $AMC $GWAV $CRKN $SPY $GNS https://t.co/Taxg4EtcCN",0,0
86,NVDA,2024-07-07 18:42:25+00:00,"$AAPL Join for both FREE &amp; PREMIUM SERVICE!

Discord Link Here ➡️https://t.co/wqNQIEb8iC

$HOLO $NVDA $CYN $BSFC $MULN $TSLA $NFLX $META $AAPL $QQQ $RENT $GME $TTWO $AMAT $WMT $CBRL $JDZG $VKTX $FFIE $AMC $GWAV $CRKN $SPY $GNS https://t.co/fcCGl8j2OR",0,0
87,NVDA,2024-07-07 18:42:23+00:00,"STARTING MONDAY, IM TAKING $5,000 TO OVER SIX FIGURES. 

POSTING ALL POSITIONS DAILY.

FULL TRANSPARENCY.

FOR FREE HERE ON X.

LIKE, FOLLOW, AND TURN POST NOTIFS ON TO FOLLOW THE JOURNEY. 

$TSLA $NVDA $AMD $META",0,0
88,NVDA,2024-07-07 18:42:15+00:00,"Best place for day trading, swing trading, stocks and options.....http:/https://t.co/4DZkGzONmy

$SHLL $GRWG $GLLU $DDOG $NVAX $NVDA https://t.co/ySatTHPGkd",0,0
89,NVDA,2024-07-07 18:42:10+00:00,@unusual_whales Good my $nvda back on track,0,0
90,NVDA,2024-07-07 18:42:09+00:00,"📊 Trade smarter join our Discord!

Discord Link Here ➡️https://t.co/wqNQIEb8iC

$HOLO $NVDA $CYN $BSFC $MULN $TSLA $NFLX $META $AAPL $QQQ $RENT $GME $TTWO $AMAT $WMT $CBRL $JDZG $VKTX $FFIE $AMC $GWAV $CRKN $SPY $GNS https://t.co/N3Iw5ZnxPF",0,0
91,NVDA,2024-07-07 18:42:07+00:00,"Daily live streaming, real-time charting, mentoring, and training.. 📈#investing

Discord Link Here ➡️https://t.co/kuJ1UZ0qxs

$RENT $GME $TTWO $AMAT $WMT $CBRL $JDZG $VKTX $FFIE $AMC $GWAV $CRKN $SPY $GNS $HOLO $NVDA $CYN $BSFC $MULN $TSLA $NFLX $QQQ $META $AAPL https://t.co/eyGtetsqtT",0,0
92,NVDA,2024-07-07 18:42:07+00:00,"RT @Prof_heist: #Tesla Was hated for $160
#Tesla Is now getting seeing big upside bets

HUGE SENTIMENT CHANGE. Been saying for months, dips…",0,4
93,NVDA,2024-07-07 18:41:56+00:00,"RT @edgaralandough: Watchlist:

$SHOP
$TSLA
$COIN
$BA
$RIVN 
$AAPL
$AMZN
$AMD 
$NVDA

100 likes for charts ♥️.",0,3
94,NVDA,2024-07-07 18:41:46+00:00,"We will give quick alerts to get you on top of everyone and make

Discord Link Here ➡️https://t.co/wqNQIEb8iC

$HOLO $NVDA $CYN $BSFC $MULN $TSLA $NFLX $META $AAPL $QQQ $RENT $GME $TTWO $AMAT $WMT $CBRL $JDZG $VKTX $FFIE $AMC $GWAV $CRKN $SPY $GNS https://t.co/Yx4hXn6GqF",0,0
95,NVDA,2024-07-07 18:41:40+00:00,"RT @TheLongInvest: $INTC

Right now: 
FWD PE: 16
PEG: 0.8 Net 
Profit Margin: 7.3% 
EPS Next Year: +73% 
EPS Next 5 Years: +39%  

Risk &lt; R…",0,10
96,NVDA,2024-07-07 18:41:33+00:00,RT @WalterDeemer: Jeff deGraaf and I discussed NVDA and the Mag 7 compared to MCD and the Nifty 50 in the early 1970’s. (Unlike the dot-com…,0,30
